,기준년월,그룹번호,그룹내고객수,종목번호,그룹내_매수여부,그룹내_매도여부,매수고객수,매도고객수,평균매수수량,평균매도수량,매수가격_중앙값,매도가격_중앙값
7730,201912,MAD03,250,A001360,Y,Y,5,5,714,1143,3875,4440
7731,201912,MAD03,250,A003060,Y,Y,4,5,41648,41121,1510,1515
7732,201912,MAD03,250,A004310,Y,Y,3,3,542,941,4990,5230
7733,201912,MAD03,250,A005930,Y,Y,7,5,19,23,49900,49700
7734,201912,MAD03,250,A006050,Y,Y,3,3,5028,7262,1775,1812
7735,201912,MAD03,250,A007390,Y,Y,3,3,1670,1670,8060,8336
7736,201912,MAD03,250,A007460,Y,Y,3,3,8521,8553,2923,2815
7737,201912,MAD03,250,A008350,Y,Y,5,5,7345,5266,3132,3205
7738,201912,MAD03,250,A028300,Y,Y,8,7,985,1106,103807,102863
7739,201912,MAD03,250,A041590,Y,Y,3,3,9241,9241,2037,2317
7740,201912,MAD03,250,A044380,Y,Y,5,5,2187,2072,919,892
7741,201912,MAD03,250,A052190,Y,Y,8,9,2129,2407,1379,1430
7742,201912,MAD03,250,A052420,Y,Y,4,4,9114,11139,2743,2700
7743,201912,MAD03,250,A052670,Y,Y,3,3,2172,2172,9245,9176
7744,201912,MAD03,250,A067630,Y,Y,5,5,5256,4610,22015,22413
7745,201912,MAD03,250,A068270,Y,Y,5,5,94,75,175500,172500
7746,201912,MAD03,250,A068290,Y,Y,3,3,119,193,21000,20300
7747,201912,MAD03,250,A078130,Y,Y,3,4,2463,2727,6256,6270
7748,201912,MAD03,250,A082270,Y,Y,8,6,146,202,38623,37400
7749,201912,MAD03,250,A084990,Y,Y,3,3,195,207,82400,83500
7750,201912,MAD03,250,A099220,Y,Y,3,3,3116,2949,3126,3135
7751,201912,MAD03,250,A109960,Y,Y,3,3,7384,7384,998,1009
7752,201912,MAD03,250,A215600,Y,Y,6,5,120,149,14400,13950
7753,201912,MAD03,250,A222810,Y,Y,3,3,1129,1171,1080,1065
7754,201912,MAD03,250,A267850,Y,Y,3,3,492,1027,26594,26330
7755,201912,MAD04,776,A000100,N,Y,0,4,0,47,-1,236000
7756,201912,MAD04,776,A000660,Y,Y,31,36,462,431,81000,82166
7757,201912,MAD04,776,A001360,Y,Y,12,15,618,838,4575,4490
7758,201912,MAD04,776,A002210,Y,Y,3,3,248,541,15300,15900
7759,201912,MAD04,776,A004770,Y,Y,6,5,860,1342,3745,3910
7760,201912,MAD04,776,A005380,Y,Y,6,3,156,83,118374,120500
7761,201912,MAD04,776,A005490,Y,Y,3,6,21,9,239000,242500
7762,201912,MAD04,776,A005930,Y,Y,48,64,256,331,54500,54700
7763,201912,MAD04,776,A005935,Y,Y,12,12,91,117,45921,43450
7764,201912,MAD04,776,A006400,Y,Y,10,8,224,354,223500,224000
7765,201912,MAD04,776,A007390,Y,Y,4,3,1108,584,8052,6990
7766,201912,MAD04,776,A007460,Y,Y,5,5,5325,4955,2919,2919
7767,201912,MAD04,776,A008770,N,Y,0,4,0,293,-1,85600
7768,201912,MAD04,776,A009150,Y,Y,8,17,40,531,118500,114722
7769,201912,MAD04,776,A015860,Y,Y,3,3,1369,1369,4925,4910
7770,201912,MAD04,776,A017550,Y,Y,6,7,6827,8047,2037,2049
7771,201912,MAD04,776,A018260,Y,Y,3,3,92,147,193500,196000
7772,201912,MAD04,776,A020150,Y,Y,3,3,40,52,36800,39450
7773,201912,MAD04,776,A028300,Y,Y,12,14,75,94,100520,100286
7774,201912,MAD04,776,A032500,Y,Y,8,4,417,308,50950,51049
7775,201912,MAD04,776,A033180,Y,Y,10,11,6007,7685,7590,7940
7776,201912,MAD04,776,A035420,Y,Y,3,5,151,148,173500,176000
7777,201912,MAD04,776,A035720,Y,Y,7,9,335,359,148500,150000
7778,201912,MAD04,776,A036830,N,Y,0,3,0,14,-1,76833
7779,201912,MAD04,776,A041910,Y,Y,4,3,924,923,13915,14015
7780,201912,MAD04,776,A043220,Y,N,3,0,4157,0,1900,-1
7781,201912,MAD04,776,A045390,Y,Y,3,3,185,38,4845,5180
7782,201912,MAD04,776,A048410,Y,Y,8,8,348,466,14990,15234
7783,201912,MAD04,776,A050120,Y,Y,3,3,9121,9121,926,911
7784,201912,MAD04,776,A051900,Y,Y,4,3,9,12,1256000,1258000
7785,201912,MAD04,776,A051910,Y,Y,4,5,137,142,309166,314000
7786,201912,MAD04,776,A052190,Y,Y,6,6,2360,1103,3954,3940
7787,201912,MAD04,776,A052670,Y,Y,7,5,502,402,8016,8007
7788,201912,MAD04,776,A053800,Y,Y,3,3,103,103,64800,63100
7789,201912,MAD04,776,A058820,Y,Y,4,3,762,712,4247,4282
7790,201912,MAD04,776,A067630,Y,Y,8,7,216,383,25550,25850
7791,201912,MAD04,776,A068270,Y,Y,12,16,107,125,181000,178500
7792,201912,MAD04,776,A068290,Y,Y,4,5,244,528,23800,22100
7793,201912,MAD04,776,A078130,Y,Y,7,5,527,538,6050,5961
7794,201912,MAD04,776,A078590,Y,Y,3,3,3628,3648,1430,1440
7795,201912,MAD04,776,A082270,Y,Y,7,6,319,23,32746,39492
7796,201912,MAD04,776,A082800,Y,Y,5,5,474,509,2900,2945
7797,201912,MAD04,776,A084680,Y,Y,4,3,1403,1428,5673,5584
7798,201912,MAD04,776,A091990,Y,Y,6,7,70,141,48400,49000
7799,201912,MAD04,776,A095610,N,Y,0,3,0,75,-1,25000
7800,201912,MAD04,776,A095720,Y,Y,3,3,1997,1308,3070,3200
7801,201912,MAD04,776,A096770,Y,Y,4,3,18,22,153000,153500
7802,201912,MAD04,776,A097780,Y,Y,5,3,20161,20680,1118,1123
7803,201912,MAD04,776,A105560,Y,Y,5,3,241,183,47700,47500
7804,201912,MAD04,776,A123690,Y,Y,6,5,915,836,11050,10950
7805,201912,MAD04,776,A137940,Y,Y,4,3,2041,2306,1715,1730
7806,201912,MAD04,776,A180640,Y,Y,6,6,248,198,44950,40300
7807,201912,MAD04,776,A196170,Y,Y,3,3,487,475,55909,56800
7808,201912,MAD04,776,A207940,Y,Y,10,14,20,20,415300,396000
7809,201912,MAD04,776,A215480,Y,Y,3,3,13362,13262,1474,1484
7810,201912,MAD04,776,A215600,Y,Y,8,5,1276,1348,13870,13909
7811,201912,MAD04,776,A222980,Y,Y,3,3,1495,1601,7399,7370
7812,201912,MAD04,776,A226330,Y,Y,5,3,581,664,15250,14522
7813,201912,MAD04,776,A289080,Y,Y,3,3,2852,2852,2050,2095
7814,201912,MAD04,776,A293780,Y,Y,4,3,664,657,24132,24251
7815,201912,MAD04,776,A308170,Y,Y,4,3,2045,2034,13673,13899
7816,201912,MAD04,776,A321550,Y,Y,5,5,1648,1653,15950,15305
7817,201912,MAD04,776,A322510,Y,Y,4,3,1698,1641,7821,7910
7818,201912,MAD04,776,A336260,Y,Y,3,4,232,158,8210,8080
7819,201912,MAD05,890,A000100,Y,Y,3,3,3,17,224500,245500
7820,201912,MAD05,890,A000660,Y,Y,9,12,32,59,89100,91600
7821,201912,MAD05,890,A000890,Y,Y,4,5,838,1242,1110,1120
7822,201912,MAD05,890,A001360,Y,Y,7,5,1489,1379,4870,4965
7823,201912,MAD05,890,A003060,Y,Y,7,3,6042,5487,1560,1422
7824,201912,MAD05,890,A003280,Y,Y,3,4,403,1233,552,500
7825,201912,MAD05,890,A004310,Y,Y,3,4,183,228,5613,5400
7826,201912,MAD05,890,A004770,Y,Y,3,3,2281,2234,3748,3834
7827,201912,MAD05,890,A005070,Y,Y,4,7,490,710,9287,9354
7828,201912,MAD05,890,A005380,Y,Y,5,4,185,336,120500,120500
7829,201912,MAD05,890,A005420,Y,Y,4,3,297,234,6380,6410
7830,201912,MAD05,890,A005930,Y,Y,27,29,8600,8548,54100,54500
7831,201912,MAD05,890,A005935,Y,Y,3,3,18,14,45500,42100
7832,201912,MAD05,890,A006120,N,Y,0,3,0,137,-1,25300
7833,201912,MAD05,890,A007390,Y,Y,4,3,142,167,6329,6483
7834,201912,MAD05,890,A007460,Y,Y,5,7,1093,985,2875,2870
7835,201912,MAD05,890,A008350,Y,Y,6,6,286,283,3425,3410
7836,201912,MAD05,890,A008770,Y,Y,3,5,26,34,84900,84400
7837,201912,MAD05,890,A009150,Y,Y,6,10,413,753,119000,115500
7838,201912,MAD05,890,A009460,Y,Y,5,6,1427,444,3315,3010
7839,201912,MAD05,890,A010140,Y,Y,4,7,25,128,7110,6850
7840,201912,MAD05,890,A013000,Y,Y,3,3,3784,5088,2091,2176
7841,201912,MAD05,890,A017550,Y,Y,6,7,479,763,1775,1595
7842,201912,MAD05,890,A021050,Y,Y,5,5,398,382,2360,2315
7843,201912,MAD05,890,A023410,N,Y,0,3,0,156,-1,4715
7844,201912,MAD05,890,A028300,Y,Y,14,16,353,511,101000,100457
7845,201912,MAD05,890,A032620,N,Y,0,3,0,116,-1,5390
7846,201912,MAD05,890,A032680,Y,Y,3,4,11336,10899,2703,2726
7847,201912,MAD05,890,A033180,Y,Y,11,8,1093,490,7130,8090
7848,201912,MAD05,890,A035420,Y,Y,6,6,36,62,174000,178500
7849,201912,MAD05,890,A035720,Y,Y,13,9,46,16,148750,150000
7850,201912,MAD05,890,A038160,Y,Y,3,3,395,1508,3850,3181
7851,201912,MAD05,890,A041960,Y,Y,4,5,367,402,16566,14350
7852,201912,MAD05,890,A042660,N,Y,0,3,0,239,-1,27000
7853,201912,MAD05,890,A043220,Y,Y,4,4,5507,3103,2021,1690
7854,201912,MAD05,890,A052190,Y,Y,5,6,919,1140,4340,2095
7855,201912,MAD05,890,A052260,Y,Y,6,11,241,520,19900,20200
7856,201912,MAD05,890,A052420,Y,Y,3,4,343,542,2655,2795
7857,201912,MAD05,890,A052670,Y,Y,4,3,1048,173,7394,8830
7858,201912,MAD05,890,A054630,Y,Y,3,3,601,1009,951,963
7859,201912,MAD05,890,A058820,Y,Y,3,4,363,985,3990,3840
7860,201912,MAD05,890,A064800,Y,Y,4,4,4228,3853,1428,1656
7861,201912,MAD05,890,A067630,Y,Y,5,9,585,1250,21479,21704
7862,201912,MAD05,890,A068270,Y,Y,22,16,338,451,172466,173500
7863,201912,MAD05,890,A068290,Y,Y,6,6,167,167,23900,26000
7864,201912,MAD05,890,A073070,Y,Y,3,5,683,1058,1755,1745
7865,201912,MAD05,890,A078520,Y,Y,3,4,266,1254,10100,10003
7866,201912,MAD05,890,A082270,Y,Y,6,8,93,143,38165,36170
7867,201912,MAD05,890,A082800,Y,Y,3,3,17767,15532,2098,2088
7868,201912,MAD05,890,A085660,Y,N,3,0,168,0,14250,-1
7869,201912,MAD05,890,A086250,Y,Y,5,6,431,349,2316,2780
7870,201912,MAD05,890,A086520,N,Y,0,3,0,200,-1,22450
7871,201912,MAD05,890,A091990,Y,Y,3,5,15,32,49224,55186
7872,201912,MAD05,890,A099220,Y,Y,3,3,5194,5194,2881,3005
7873,201912,MAD05,890,A123690,Y,Y,7,11,196,218,11080,11300
7874,201912,MAD05,890,A124560,Y,Y,4,3,466,461,7100,7300
7875,201912,MAD05,890,A137940,Y,Y,4,4,636,636,1500,1530
7876,201912,MAD05,890,A139050,Y,Y,4,3,2618,2443,964,1058
7877,201912,MAD05,890,A158430,Y,Y,3,3,88,191,37312,37439
7878,201912,MAD05,890,A180640,Y,Y,3,4,649,1434,44439,39701
7879,201912,MAD05,890,A18064K,Y,Y,3,3,111,144,57800,57300
7880,201912,MAD05,890,A196170,Y,Y,4,5,49,52,61620,64800
7881,201912,MAD05,890,A207940,Y,Y,7,8,9,17,394500,421500
7882,201912,MAD05,890,A214680,Y,Y,5,5,6857,6861,2010,2079
7883,201912,MAD05,890,A215480,Y,Y,3,3,1715,1399,1460,1520
7884,201912,MAD05,890,A215600,Y,Y,3,3,165,282,14300,14000
7885,201912,MAD05,890,A222810,Y,Y,6,5,2998,5586,1020,1178
7886,201912,MAD05,890,A226330,Y,Y,3,5,203,263,17231,17065
7887,201912,MAD05,890,A253450,N,Y,0,3,0,63,-1,76000
7888,201912,MAD05,890,A267250,N,Y,0,3,0,2,-1,354500
7889,201912,MAD05,890,A267850,Y,Y,3,3,155,165,24750,26100
7890,201912,MAD05,890,A278650,Y,Y,3,3,273,198,22316,21975
7891,201912,MAD05,890,A285130,Y,Y,4,4,68,92,70841,67648
7892,201912,MAD05,890,A293780,Y,Y,5,7,45,190,29700,23850
7893,201912,MAD05,890,A294870,Y,N,4,0,5,0,26200,-1
7894,201912,MAD05,890,A321550,Y,Y,4,4,275,455,16065,17400
7895,201912,MAD05,890,A322510,Y,Y,3,3,1369,1385,8074,7670
7896,201912,MAD05,890,A33626L,Y,Y,3,3,142,142,12650,13000
7897,201912,MAD05,890,A33637L,Y,Y,3,3,78,95,23400,24200
7898,201912,MAD06,1615,A000080,Y,Y,4,7,18,471,28250,28150
7899,201912,MAD06,1615,A000100,Y,Y,10,5,24,27,244000,236462
7900,201912,MAD06,1615,A000210,Y,Y,3,3,212,520,90500,91800
7901,201912,MAD06,1615,A000270,Y,Y,5,6,26,42,44914,44500
7902,201912,MAD06,1615,A000520,Y,Y,4,3,32,55,22700,22000
7903,201912,MAD06,1615,A000660,Y,Y,44,45,210,142,82580,90400
7904,201912,MAD06,1615,A000890,Y,Y,3,3,683,2333,1095,1000
7905,201912,MAD06,1615,A000990,Y,Y,3,7,197,191,26016,26325
7906,201912,MAD06,1615,A001360,Y,Y,6,8,171,269,4535,4950
7907,201912,MAD06,1615,A001740,Y,Y,4,4,68,377,5882,5936
7908,201912,MAD06,1615,A001820,Y,Y,3,4,111,203,48330,48600
7909,201912,MAD06,1615,A002630,Y,Y,4,4,3508,3310,299,315
7910,201912,MAD06,1615,A002900,Y,Y,3,3,5236,11003,931,941
7911,201912,MAD06,1615,A003060,Y,Y,8,9,2367,2327,1484,1485
7912,201912,MAD06,1615,A003280,Y,Y,5,4,4053,3753,728,725
7913,201912,MAD06,1615,A003490,Y,Y,5,10,79,136,24550,27000
7914,201912,MAD06,1615,A003495,Y,Y,3,3,73,73,23900,24750
7915,201912,MAD06,1615,A003520,Y,Y,5,4,851,335,6670,6720
7916,201912,MAD06,1615,A004170,Y,Y,3,5,1,3,293583,286000
7917,201912,MAD06,1615,A004770,Y,Y,4,7,251,376,3750,4000
7918,201912,MAD06,1615,A005070,Y,Y,6,7,166,364,8869,8804
7919,201912,MAD06,1615,A005290,N,Y,0,3,0,260,-1,16610
7920,201912,MAD06,1615,A005380,Y,Y,12,15,38,49,119000,123000
7921,201912,MAD06,1615,A005390,Y,Y,4,4,382,1642,1535,1546
7922,201912,MAD06,1615,A005490,Y,Y,4,8,5,14,238250,241000
7923,201912,MAD06,1615,A005930,Y,Y,109,118,106,191,55700,54475
7924,201912,MAD06,1615,A005935,Y,Y,25,24,144,354,44250,42150
7925,201912,MAD06,1615,A006400,Y,Y,21,19,33,54,223500,225500
7926,201912,MAD06,1615,A006800,Y,Y,6,4,338,1594,7230,7240
7927,201912,MAD06,1615,A007110,Y,Y,3,3,947,7039,2505,2495
7928,201912,MAD06,1615,A007390,Y,Y,6,5,1718,1830,6330,6345
7929,201912,MAD06,1615,A007460,Y,Y,5,7,1388,1904,2757,2775
7930,201912,MAD06,1615,A008350,Y,Y,7,8,1120,382,2972,3437
7931,201912,MAD06,1615,A008770,Y,Y,9,10,94,211,83933,84600
7932,201912,MAD06,1615,A008930,Y,Y,3,3,242,759,36450,36900
7933,201912,MAD06,1615,A009150,Y,Y,12,29,277,626,118750,113312
7934,201912,MAD06,1615,A009450,N,Y,0,3,0,8,-1,46450
7935,201912,MAD06,1615,A009540,N,Y,0,5,0,12,-1,126000
7936,201912,MAD06,1615,A009830,N,Y,0,3,0,366,-1,19200
7937,201912,MAD06,1615,A010140,Y,Y,8,7,194,433,7120,7140
7938,201912,MAD06,1615,A011070,Y,Y,4,6,395,434,121500,124000
7939,201912,MAD06,1615,A011170,Y,Y,5,7,85,230,223000,228875
7940,201912,MAD06,1615,A012330,Y,Y,4,4,43,75,258500,260500
7941,201912,MAD06,1615,A015760,Y,Y,3,4,94,46,27702,28750
7942,201912,MAD06,1615,A017180,Y,Y,5,3,295,478,4840,4668
7943,201912,MAD06,1615,A017550,Y,Y,8,12,966,1054,2128,2100
7944,201912,MAD06,1615,A018250,Y,Y,4,4,322,323,28343,27849
7945,201912,MAD06,1615,A018260,Y,Y,3,5,11,11,196500,193611
7946,201912,MAD06,1615,A020560,Y,Y,6,8,103,557,5320,5597
7947,201912,MAD06,1615,A021050,Y,Y,6,6,780,777,2795,2780
7948,201912,MAD06,1615,A027050,Y,Y,4,4,1010,1010,3940,3948
7949,201912,MAD06,1615,A028050,Y,Y,4,4,33,106,19319,19450
7950,201912,MAD06,1615,A028260,Y,Y,8,10,542,601,107500,106500
7951,201912,MAD06,1615,A028300,Y,Y,14,14,156,149,104500,103400
7952,201912,MAD06,1615,A031430,Y,Y,3,4,74,107,219463,223666
7953,201912,MAD06,1615,A032500,Y,Y,6,6,19,54,49300,50000
7954,201912,MAD06,1615,A032680,Y,Y,5,5,924,920,2487,2311
7955,201912,MAD06,1615,A033180,Y,Y,10,13,164,235,8040,7820
7956,201912,MAD06,1615,A033600,Y,Y,5,3,2432,2067,514,471
7957,201912,MAD06,1615,A033640,Y,Y,4,5,361,408,22300,24233
7958,201912,MAD06,1615,A034220,Y,Y,7,8,55,77,16300,16100
7959,201912,MAD06,1615,A035420,Y,Y,14,21,19,40,176000,178500
7960,201912,MAD06,1615,A035720,Y,Y,35,27,52,47,150000,150500
7961,201912,MAD06,1615,A035760,Y,Y,4,7,39,32,155200,153439
7962,201912,MAD06,1615,A036180,Y,Y,3,3,531,322,4827,5544
7963,201912,MAD06,1615,A036540,Y,Y,6,5,561,333,4020,4073
7964,201912,MAD06,1615,A036570,Y,Y,6,13,67,129,532000,540269
7965,201912,MAD06,1615,A039030,Y,Y,3,7,5,17,85500,86365
7966,201912,MAD06,1615,A039130,Y,Y,5,5,46,39,50800,50695
7967,201912,MAD06,1615,A039200,Y,N,5,0,382,0,22850,-1
7968,201912,MAD06,1615,A041590,Y,Y,5,6,2220,2197,1762,1661
7969,201912,MAD06,1615,A041910,Y,Y,6,4,1123,51,10672,15700
7970,201912,MAD06,1615,A041960,Y,Y,4,7,626,584,14830,14875
7971,201912,MAD06,1615,A044380,Y,Y,5,6,5715,4087,807,796
7972,201912,MAD06,1615,A045390,Y,Y,4,7,299,1454,5306,5200
7973,201912,MAD06,1615,A045520,Y,Y,4,3,25,31,27850,27700
7974,201912,MAD06,1615,A047310,Y,Y,4,6,8,163,9770,10250
7975,201912,MAD06,1615,A047810,Y,Y,5,3,107,183,34700,35150
7976,201912,MAD06,1615,A051900,Y,Y,4,3,65,64,1255000,1265000
7977,201912,MAD06,1615,A051910,Y,Y,17,18,69,71,309103,315170
7978,201912,MAD06,1615,A052190,Y,Y,9,6,1067,1395,2032,1414
7979,201912,MAD06,1615,A052420,Y,Y,3,3,375,613,2659,2672
7980,201912,MAD06,1615,A052670,Y,Y,8,10,144,162,7540,8197
7981,201912,MAD06,1615,A053800,Y,Y,3,3,39,25,61062,62300
7982,201912,MAD06,1615,A058820,Y,Y,6,6,733,1666,4339,4010
7983,201912,MAD06,1615,A060720,Y,Y,3,4,1997,2040,20521,20353
7984,201912,MAD06,1615,A062970,Y,Y,4,6,183,228,9754,9150
7985,201912,MAD06,1615,A064350,Y,Y,3,4,705,271,15400,14641
7986,201912,MAD06,1615,A065620,Y,Y,3,4,171,187,3769,3839
7987,201912,MAD06,1615,A066570,Y,Y,5,7,49,77,69500,70400
7988,201912,MAD06,1615,A067630,Y,Y,5,7,62,80,23500,25900
7989,201912,MAD06,1615,A068270,Y,Y,26,22,10,16,180818,181375
7990,201912,MAD06,1615,A068290,Y,Y,12,14,602,600,24600,24883
7991,201912,MAD06,1615,A068760,Y,Y,5,4,22,20,34450,36100
7992,201912,MAD06,1615,A069620,Y,N,3,0,9,0,132650,-1
7993,201912,MAD06,1615,A073070,Y,Y,4,4,1497,1623,1751,1794
7994,201912,MAD06,1615,A078070,Y,Y,3,3,90,173,20050,20050
7995,201912,MAD06,1615,A078130,Y,Y,8,7,306,299,5990,5888
7996,201912,MAD06,1615,A078160,Y,Y,4,7,51,108,37081,32750
7997,201912,MAD06,1615,A078340,N,Y,0,4,0,41,-1,102900
7998,201912,MAD06,1615,A081000,N,Y,0,3,0,65,-1,26850
7999,201912,MAD06,1615,A082270,Y,Y,12,13,119,125,34450,34576
8000,201912,MAD06,1615,A082800,Y,Y,4,5,440,638,1985,2051
8001,201912,MAD06,1615,A084680,Y,Y,5,4,682,780,5460,5394
8002,201912,MAD06,1615,A084990,Y,Y,3,5,14,28,91300,83800
8003,201912,MAD06,1615,A086250,Y,Y,4,4,367,367,2570,2400
8004,201912,MAD06,1615,A088800,Y,Y,4,3,279,99,7710,7290
8005,201912,MAD06,1615,A089010,Y,Y,3,4,523,528,15800,15965
8006,201912,MAD06,1615,A089590,Y,Y,3,4,33,105,28443,28350
8007,201912,MAD06,1615,A090430,Y,Y,9,11,11,7,188642,194500
8008,201912,MAD06,1615,A090460,Y,Y,3,3,166,91,20579,21200
8009,201912,MAD06,1615,A091700,Y,Y,4,6,447,829,13400,13100
8010,201912,MAD06,1615,A091990,Y,Y,4,6,3,242,50900,54900
8011,201912,MAD06,1615,A095610,Y,Y,5,3,280,27,24700,23850
8012,201912,MAD06,1615,A096770,Y,Y,9,8,105,83,148500,147500
8013,201912,MAD06,1615,A097520,Y,Y,6,6,66,36,36162,35150
8014,201912,MAD06,1615,A097800,Y,Y,4,5,432,979,1640,2018
8015,201912,MAD06,1615,A099220,Y,Y,3,5,553,1531,3024,2945
8016,201912,MAD06,1615,A105560,Y,Y,4,5,32,28,48528,47405
8017,201912,MAD06,1615,A108320,N,Y,0,3,0,62,-1,36550
8018,201912,MAD06,1615,A120110,Y,Y,3,6,15,150,48550,49250
8019,201912,MAD06,1615,A123690,Y,Y,5,5,137,327,10860,10393
8020,201912,MAD06,1615,A127160,Y,Y,4,4,4100,3670,839,843
8021,201912,MAD06,1615,A128940,Y,Y,7,5,26,27,294400,295900
8022,201912,MAD06,1615,A137940,Y,Y,6,6,1038,1177,1570,1610
8023,201912,MAD06,1615,A139050,Y,Y,3,3,3749,3749,1028,1024
8024,201912,MAD06,1615,A139480,Y,Y,3,3,560,161,125000,126000
8025,201912,MAD06,1615,A148150,Y,Y,10,9,85,151,35500,34300
8026,201912,MAD06,1615,A166090,Y,N,4,0,616,0,19200,-1
8027,201912,MAD06,1615,A178320,Y,Y,3,5,8,30,28364,28700
8028,201912,MAD06,1615,A180640,Y,Y,11,12,120,187,43450,39989
8029,201912,MAD06,1615,A18064K,Y,Y,5,5,49,41,56618,56550
8030,201912,MAD06,1615,A185750,Y,N,3,0,3,0,93075,-1
8031,201912,MAD06,1615,A196170,Y,Y,8,7,92,269,58000,58800
8032,201912,MAD06,1615,A200710,Y,Y,3,3,4088,5255,14900,16452
8033,201912,MAD06,1615,A204320,Y,Y,5,6,367,62,35788,35150
8034,201912,MAD06,1615,A207940,Y,Y,18,27,14,38,413500,431080
8035,201912,MAD06,1615,A214680,Y,Y,4,6,914,1148,1963,2044
8036,201912,MAD06,1615,A215100,Y,Y,3,3,151,131,5217,4990
8037,201912,MAD06,1615,A215480,Y,Y,4,5,418,550,1415,1470
8038,201912,MAD06,1615,A215600,Y,Y,10,11,158,245,14000,14150
8039,201912,MAD06,1615,A218410,Y,Y,4,5,77,147,33063,35550
8040,201912,MAD06,1615,A222810,Y,Y,8,8,2745,1988,1310,1181
8041,201912,MAD06,1615,A222980,Y,Y,3,3,219,219,12950,12350
8042,201912,MAD06,1615,A225430,Y,Y,4,4,319,449,3010,3018
8043,201912,MAD06,1615,A226330,Y,Y,4,4,331,418,16736,15099
8044,201912,MAD06,1615,A240810,Y,Y,6,5,183,38,33950,31700
8045,201912,MAD06,1615,A251270,Y,Y,6,6,36,14,91650,90100
8046,201912,MAD06,1615,A265520,Y,Y,4,3,3,4,31100,30600
8047,201912,MAD06,1615,A278650,Y,Y,4,4,112,17,22347,21537
8048,201912,MAD06,1615,A288330,Y,Y,3,3,24,24,58236,54468
8049,201912,MAD06,1615,A289080,Y,Y,4,4,832,1157,2030,2115
8050,201912,MAD06,1615,A293780,Y,Y,4,5,20,35,26150,25550
8051,201912,MAD06,1615,A298380,Y,Y,3,3,126,63,21100,20850
8052,201912,MAD06,1615,A308170,Y,Y,4,3,462,441,15100,15418
8053,201912,MAD06,1615,A311390,Y,Y,7,5,82,61,10700,10375
8054,201912,MAD06,1615,A321550,Y,Y,5,5,394,376,16090,15900
8055,201912,MAD06,1615,A322000,Y,Y,3,3,30,92,13450,15328
8056,201912,MAD06,1615,A336260,Y,Y,4,5,447,811,8628,8680
8057,201912,MAD06,1615,A33626L,Y,Y,4,3,509,566,12178,12633
8058,201912,MAD06,1615,A33637L,Y,Y,4,4,109,108,29700,28550
8059,201912,MAD07,86,A000660,Y,Y,3,7,11,61,94200,91200
8060,201912,MAD07,86,A005930,Y,Y,6,4,49,72,55733,54400
8061,201912,MAD08,386,A000660,Y,Y,5,3,67,91,78500,81262
8062,201912,MAD08,386,A000890,Y,Y,3,3,1056,3977,998,1000
8063,201912,MAD08,386,A001360,Y,Y,8,6,5204,4745,4205,4305
8064,201912,MAD08,386,A003060,Y,Y,6,6,5254,2854,1725,1510
8065,201912,MAD08,386,A003280,Y,Y,3,3,648,10674,692,621
8066,201912,MAD08,386,A003495,Y,Y,6,3,243,136,21713,25550
8067,201912,MAD08,386,A005420,Y,Y,3,3,1230,1247,6105,6163
8068,201912,MAD08,386,A005930,Y,Y,6,9,18,31,56200,54600
8069,201912,MAD08,386,A007460,Y,Y,3,5,10681,11962,2945,2806
8070,201912,MAD08,386,A008350,Y,Y,7,7,553,1306,3130,3045
8071,201912,MAD08,386,A012800,Y,Y,5,4,1332,1417,1645,1665
8072,201912,MAD08,386,A021050,Y,Y,5,5,9811,10694,2225,2233
8073,201912,MAD08,386,A027050,Y,Y,3,5,967,1694,3646,3840
8074,201912,MAD08,386,A028300,Y,Y,6,7,61,139,102200,111900
8075,201912,MAD08,386,A033180,Y,Y,8,5,712,664,8140,7948
8076,201912,MAD08,386,A033600,Y,Y,6,6,33736,36596,458,459
8077,201912,MAD08,386,A036540,Y,Y,4,3,3108,3021,4001,3930
8078,201912,MAD08,386,A038160,Y,Y,6,6,754,294,4626,4172
8079,201912,MAD08,386,A041590,Y,Y,3,4,269,1144,1705,1691
8080,201912,MAD08,386,A041910,Y,Y,4,6,1705,1842,16661,16350
8081,201912,MAD08,386,A043220,Y,Y,3,3,771,762,1560,1510
8082,201912,MAD08,386,A044380,Y,Y,8,8,8556,6132,785,805
8083,201912,MAD08,386,A051780,Y,Y,3,3,1443,1443,832,872
8084,201912,MAD08,386,A052190,Y,Y,6,5,3951,3795,1422,1391
8085,201912,MAD08,386,A052260,Y,Y,3,5,811,821,20750,21350
8086,201912,MAD08,386,A052670,Y,Y,5,5,432,663,7988,8429
8087,201912,MAD08,386,A053950,Y,Y,4,3,53,30,10000,11200
8088,201912,MAD08,386,A054090,Y,Y,3,3,4348,4325,2347,2295
8089,201912,MAD08,386,A058820,Y,Y,5,6,936,1005,4098,4065
8090,201912,MAD08,386,A067630,Y,Y,4,5,151,221,20050,27150
8091,201912,MAD08,386,A068270,Y,Y,5,4,67,80,165000,171000
8092,201912,MAD08,386,A068290,Y,Y,6,6,436,449,22879,23400
8093,201912,MAD08,386,A082270,Y,Y,5,5,97,118,37252,37977
8094,201912,MAD08,386,A082800,Y,Y,6,7,1447,2832,2781,1890
8095,201912,MAD08,386,A084680,Y,Y,3,4,12377,11447,5315,5379
8096,201912,MAD08,386,A091590,Y,Y,3,4,214,934,17000,14128
